TIME,SUSCEPTIBLE,INFECTED,REMOVED
0.0,19990,10,0
0.06010090691152287,19989,11,0
0.30821622878808647,19988,12,0
0.3249854625747509,19987,13,0
0.4254085520550844,19986,14,0
0.6522143775991898,19986,13,1
0.657147007278786,19985,14,1
0.7902685996860622,19985,13,2
0.804354964798128,19984,14,2
0.8477890011325989,19983,15,2
0.9618902731405665,19982,16,2
0.9742178571012091,19982,15,3
1.0617615504296534,19981,16,3
1.3420122424012568,19980,17,3
1.487899424797994,19979,18,3
1.7684909417902106,19978,19,3
1.8284972048719053,19977,20,3
2.2587852423193047,19977,19,4
2.365668052856334,19976,20,4
2.3757468749868385,19975,21,4
2.4510173637824733,19975,20,5
2.530727067590999,19974,21,5
2.531269143978958,19973,22,5
2.6585202366138683,19972,23,5
2.7233547570002963,19972,22,6
2.787175603987538,19972,21,7
2.8466553927688523,19971,22,7
2.9256646976282075,19971,21,8
2.9928079229195768,19970,22,8
3.023483852703141,19970,21,9
3.0957883639872397,19969,22,9
3.160262577463441,19968,23,9
3.2020314903727343,19967,24,9
3.2236568979334486,19967,23,10
3.23237831943734,19966,24,10
3.3222905758008032,19965,25,10
3.4833007388955335,19965,24,11
3.50160686713478,19964,25,11
3.6177125547801503,19964,24,12
3.696018611825211,19964,23,13
3.7437779882479596,19963,24,13
3.756852158956481,19962,25,13
3.8514316164817184,19962,24,14
4.092626819420199,19961,25,14
4.096258925178271,19961,24,15
4.186326345926238,19960,25,15
4.220931910179566,19960,24,16
4.233853730523472,19959,25,16
4.337826838144501,19959,24,17
4.381538008493519,19958,25,17
4.397082250660546,19957,26,17
4.491181286048426,19956,27,17
4.595155590548474,19955,28,17
4.645210391258146,19954,29,17
4.75785807047905,19954,28,18
4.7598188434153625,19953,29,18
4.850742782538385,19952,30,18
5.048103326485725,19952,29,19
5.113002128505445,19952,28,20
5.139129232230872,19951,29,20
5.226472183779598,19950,30,20
5.237974085909738,19949,31,20
5.288683328814643,19948,32,20
5.291181769152772,19947,33,20
5.353140915804404,19946,34,20
5.405576459280079,19946,33,21
5.41325886470414,19945,34,21
