TIME,SUSCEPTIBLE,INFECTED,REMOVED
0.0,4990,10,0
0.05692272738220148,4989,11,0
0.07282259392264914,4988,12,0
0.17869149162953374,4987,13,0
0.3002446688366913,4986,14,0
0.3121641058049761,4986,13,1
0.4089051041226557,4985,14,1
0.5519492785005995,4985,13,2
0.6217614049727433,4985,12,3
0.6765176205028449,4985,11,4
0.7260826402105887,4984,12,4
0.7808027608832826,4983,13,4
1.0220755292056833,4982,14,4
1.0596124468011496,4981,15,4
1.0762693014931244,4980,16,4
1.0980740355435707,4979,17,4
1.1543561645030178,4979,16,5
1.2479819893870936,4978,17,5
1.2664622975228033,4978,16,6
1.2781626552358758,4978,15,7
1.3348508504003027,4977,16,7
1.386149941870693,4976,17,7
1.4167877932642798,4975,18,7
1.4206348408211087,4974,19,7
1.519167820266307,4973,20,7
1.6238771666064757,4972,21,7
1.6376516570318653,4971,22,7
1.7607666821929902,4971,21,8
1.826813934726362,4971,20,9
1.8599635757659987,4971,19,10
1.929483315658119,4970,20,10
1.9497378195807737,4970,19,11
1.983541884483295,4969,20,11
2.1691256942970654,4968,21,11
2.2208108264061557,4968,20,12
2.344965242581755,4968,19,13
2.372046027667393,4968,18,14
2.3745458685493492,4967,19,14
2.46284714866461,4966,20,14
2.5021102456474944,4965,21,14
2.502328896315496,4964,22,14
2.556397342248159,4964,21,15
2.5793822052049356,4963,22,15
2.5913390327495476,4962,23,15
2.679275281666535,4961,24,15
2.7790604861928796,4961,23,16
2.8894073006783776,4961,22,17
2.940076727463324,4961,21,18
3.041696264904773,4960,22,18
3.082219169926958,4959,23,18
3.085025605701716,4959,22,19
3.13957684830411,4958,23,19
3.160430960118528,4957,24,19
3.2326570040563767,4956,25,19
3.345355676861817,4955,26,19
3.356590994741794,4954,27,19
3.500789925893132,4954,26,20
3.662858625762461,4953,27,20
3.707854033864311,4953,26,21
3.910115805158357,4952,27,21
3.9243528024379537,4952,26,22
3.9280999856568632,4951,27,22
4.042158864212908,4950,28,22
4.183801883348554,4949,29,22
4.297001708643386,4948,30,22
4.31310354895492,4948,29,23
4.321159035141196,4947,30,23
4.34775544477953,4946,31,23
4.365978058231776,4945,32,23
4.375592786744919,4945,31,24
4.3769494136744695,4944,32,24
4.377922254233052,4944,31,25
4.417466460198145,4943,32,25
4.420884620934839,4942,33,25
4.449010369628425,4941,34,25
4.508611920681483,4940,35,25
4.526586176726463,4940,34,26
4.544709586194416,4940,33,27
4.559420796466608,4940,32,28
4.638386438125479,4940,31,29
4.649173392870774,4939,32,29
4.718582974296308,4939,31,30
4.975795640317224,4938,32,30
4.993849426159223,4937,33,30
4.99429244482638,4937,32,31
5.078087748366627,4937,31,32
5.13582964019618,4937,30,33
5.155422867422442,4937,29,34
5.302508065277859,4936,30,34
5.302970622736963,4935,31,34
5.31803728235688,4935,30,35
5.346395289792147,4934,31,35
5.361303012630013,4934,30,36
5.378621150213322,4933,31,36
5.3978262798982755,4932,32,36
5.431953584667841,4931,33,36
5.484773384748823,4930,34,36
5.494770010230554,4930,33,37
5.730802256169999,4930,32,38
5.772000286938935,4930,31,39
5.86051786275098,4929,32,39
5.876505466721881,4929,31,40
5.898134482029219,4928,32,40
5.9216925891060255,4928,31,41
5.953662358066054,4928,30,42
6.0097192638502595,4928,29,43
6.181864720608269,4927,30,43
6.199410452523397,4926,31,43
6.300437437659817,4925,32,43
6.379058840220209,4925,31,44
6.420360532136252,4925,30,45
6.430794634151629,4924,31,45
6.436526574605007,4923,32,45
6.470150539825412,4922,33,45
6.508546058687088,4921,34,45
6.56812688020542,4920,35,45
6.59369795884969,4920,34,46
6.717631480303089,4920,33,47
6.718028397727563,4920,32,48
6.859511907189571,4920,31,49
6.934181319503481,4919,32,49
7.137660954163283,4919,31,50
7.160549110929805,4918,32,50
7.19145387875239,4917,33,50
7.243859427357739,4916,34,50
7.445873625885701,4916,33,51
7.520432280179502,4916,32,52
7.52384491355532,4916,31,53
7.593973341474633,4916,30,54
7.660429109581896,4915,31,54
7.748327983059768,4915,30,55
7.786146627648298,4915,29,56
7.876003601941757,4914,30,56
7.930030970608545,4913,31,56
7.976770261596826,4913,30,57
8.072405479701219,4913,29,58
8.143215828968959,4912,30,58
8.407787790662296,4911,31,58
8.58185756848379,4911,30,59
8.610978031084748,4911,29,60
8.72045936586041,4911,28,61
8.74350637595472,4911,27,62
8.772980442866217,4911,26,63
8.913071454987469,4911,25,64
8.946948982334735,4910,26,64
9.065124858786447,4910,25,65
9.086537599064888,4910,24,66
9.114738656574161,4909,25,66
9.201890793923784,4908,26,66
9.277357737352416,4908,25,67
9.418062002175029,4907,26,67
9.438656950510309,4906,27,67
9.445853175516984,4906,26,68
9.477949193517379,4906,25,69
9.507171546686896,4905,26,69
9.604844385084823,4904,27,69
9.75232900551377,4903,28,69
9.868616373370136,4903,27,70
9.877141519844114,4903,26,71
9.960970956078295,4903,25,72
10.002097263242925,4903,24,73
10.080859082749983,4902,25,73
10.080859177635546,4902,24,74
10.15944496714087,4901,25,74
10.21269379361602,4900,26,74
10.284001934794835,4899,27,74
10.394896215681284,4899,26,75
10.397953104978637,4898,27,75
10.428526681311826,4897,28,75
10.494709267679934,4896,29,75
10.601242017010259,4896,28,76
